Link,Title,Description,Original_title,news_id,Rating,Reviewers,Category,Tags,Img,Criteria,News_Source,Our_review_summary,Source_link,Why_this_matters,
https://www.healthnewsreview.org/review/cautious-tone-underpins-healthdays-story-on-experimental-treatment-to-reduce-kidney-transplant-rejection/,Cautious tone underpins HealthDay’s story on experimental treatment to reduce kidney transplant rejection,"The article includes most of the needed cautions, shortcomings and barriers to clinical use of what remains an experimental treatment.",Novel Procedure Improves Kidney Transplant Success,story_reviews_00191,4,"['Joann Rodgers, MS', 'Clarissa Diamantidis, MD, MHS', 'Joy Victory']",HealthDay,['kidney donation'],https://consumer.healthday.com/diseases-and-conditions-information-37/misc-kidney-problem-news-432/novel-procedure-improves-kidney-transplant-success-725211.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'Although the article notes that current desensitization efforts involving time-consuming immune system drug infusions to stifle",Health Day,"This news article describes a small clinical trial of an enzyme engineered to remove sensitizing antibodies from a patient about to undergo kidney transplantation within a few hours, increasing the chances of transplant success for potentially thousands o","https://www.healthnewsreview.org/wp-content/uploads/2016/12/iStock-537645661-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2016/12/iStock-537645661-768x512.jpg 768w, https://www.healthnewsreview.org/wp-content/uploads/2016/12/iStoc","Any strategy that can safely, effectively, more easily and at lower cost improve successful transplant rates will be newsworthy to thousands seeking donor organs. But these hopeful patients also deserve to know the hurdles that stand in the way before the",
https://www.healthnewsreview.org/review/stat-puts-950-dna-based-fertility-test-under-the-microscope/,STAT puts $950 DNA-based fertility test under the microscope,The story does a thorough job of describing the test and bringing home the crucial point that the type of risk information may be more anxiety-producing than helpful.,Can a genetic test really boost your odds of becoming pregnant?,story_reviews_00192,5,"['Sharon Dunwoody, PhD', 'Kevin Lomangino', 'Joy Victory']",STAT,"['genetic testing', 'infertility', 'Pregnancy']",https://www.statnews.com/2017/08/02/infertility-genetic-test-fertilome/,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'Cost—since the test is not covered by insurance—gets a prominent spot in this story. Well done.'}, {'question': 'Does the story",STAT,"Tests for genetic variants associated with problems linked to infertility are becoming increasingly available, and this story characterizes a new battery of those tests, marketed under the name Fertilome, that professes to be the latest in fertility manag","https://www.healthnewsreview.org/wp-content/uploads/2015/08/DNA-gene-testing-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2015/08/DNA-gene-testing.jpg 410w","It is tempting to look for genetic variants that might underlie disease, in part because we now can.  But this kind of information—whether intended to inform infertility problems or other health risks—has meaning only within contexts that illuminate ",
https://www.healthnewsreview.org/review/stem-cell-brain-implants-what-could-go-wrong-guardian-doesnt-say/,Stem cell brain implants–what could go wrong? Guardian doesn’t say,The bottom line is: We are talking about approximately 20 male mice.,"Stem cell brain implants could 'slow ageing and extend life', study shows",story_reviews_00195,4,"['Earle Holland', 'Ranit Mishori, MD, MHS, FAAFP', 'Joy Victory']",,"['mice studies', 'stem cell therapy', 'stem cells']",https://www.theguardian.com/science/2017/jul/26/stem-cell-brain-implants-could-slow-ageing-and-extend-life-study-shows,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'We’ll give the story a “N/A” in this category since it makes clear early on that this research is in the earliest of stages",The Guardian,"This story describes some interesting but very early research into the mechanisms of aging and how they might be altered.
The story made it clear that this was mouse-level research and has several hurdles to go before it’s ever tested in people. One wea","https://www.healthnewsreview.org/wp-content/uploads/2012/07/mice-story-homepage-300x203.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2012/07/mice-story-homepage.jpg 400w",The desire to somehow combat aging seems inherent in humans. If there is a fairly straightforward “switch” that can control the aging process — and this story suggests so — then this would be a major advance. Yet we are looking at decades before t,
https://www.healthnewsreview.org/review/vox-says-experimental-hiv-vaccine-is-promising-but-is-it/,Vox says experimental HIV vaccine is ‘promising.’ But is it?,There’s far too much uncertainty in medicine to describe early results such as these as “promising.”,There's a promising new HIV vaccine candidate in the pipeline,story_reviews_00196,4,"['Alan Cassels', 'Kevin Lomangino', 'Joy Victory']",Vox,"['HIV/AIDS', 'vaccines']",https://www.vox.com/science-and-health/2017/7/24/16019590/hiv-vaccine-international-aids-society-conference,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'While it might be premature to speculate about the exact costs of an experimental vaccine, offering no discussion at all is a m",Vox,"This story about an experimental HIV vaccine gets off on the wrong foot by describing the research as “promising,” which we’ve previously flagged as one of 7 words that shouldn’t be used in medical news. Why not? As our publisher, Gary Schwitzer,","https://www.healthnewsreview.org/wp-content/uploads/2017/02/GettyImages-529904023-300x270.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2017/02/GettyImages-529904023-768x691.jpg 768w, https://www.healthnewsreview.org/wp-content/uploads/201","This new vaccine approach, if proven ultimately to be effective, safe and affordable, could make a major difference in resource-poor settings around the world.  But, as we’ve written about, the field of vaccine research related to HIV is littered with",
https://www.healthnewsreview.org/review/to-taper-or-not-to-taper-off-opioids-vox-lays-out-strengths-and-weaknesses-of-new-study/,To taper or not to taper off opioids? Vox lays out strengths and weaknesses of new study,"Readers are expertly walked through the study’s weaknesses as well as an important related issue: The troubles of trying to treat people for chronic pain without using opioids, and how access to such care is problematic.",A new study suggests it’s possible to get people off opioids and improve their pain,story_reviews_00198,5,"['Dave Mosher', 'Susan Molchan, MD, MA', 'Joy Victory']",Vox,"['opioids', 'painkiller addiction']",https://www.vox.com/science-and-health/2017/7/20/15988524/opioid-pain-outcomes-study,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'Tapering is presumably free in and of itself, since it’s a slow and gradual lessening of opioids (which a person might already ",Vox,"This story tackles a study that rounded up dozens of small studies to probe the effectiveness of painkiller “tapering:” a slow, gradual weaning of opioid painkillers for those who are addicted to the drugs. The story is much more than that, however","https://www.healthnewsreview.org/wp-content/uploads/2017/04/GettyImages-638310014-265x300.jpg 265w, https://www.healthnewsreview.org/wp-content/uploads/2017/04/GettyImages-638310014-768x871.jpg 768w, https://www.healthnewsreview.org/wp-content/uploads/201","Finding better strategies to help wean people off opioid drugs is critical, so any method (especially a cheap and effective one) could help turn the tide as researchers find and introduce effective alternatives to opioid prescription drugs.",
https://www.healthnewsreview.org/review/despite-misleading-headline-newsweek-presents-balanced-account-of-a-familys-unconventional-struggle-with-cancer/,Newsweek presents a mostly balanced account of family’s unconventional cancer journey,"This story leaned in the direction of anecdote-over-evidence, but only slightly.",CANCER AND KIDS: IS MEDICAL MARIJUANA THE ANSWER?,story_reviews_00200,4,"['Andrew Holtz, MPH', 'Virginia A. Moyer, MD', 'Joy Victory']",Newsweek,"['cancer', 'leukemia', 'medical marijuana']",http://www.newsweek.com/2017/07/28/medical-marijuana-pediatric-cancer-637676.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'There is no discussion of the cost of the cannabis treatment.'}, {'question': 'Does the story adequately quantify the benefits ",Newsweek,"We commend this story for making it clear that there is scanty evidence to support cannabis oil as a primary cancer treatment. Nevertheless, many readers will get the impression that the oil was responsible for the patient’s cancer remission and improve","https://www.healthnewsreview.org/wp-content/uploads/2017/05/GettyImages-590158202-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2017/05/GettyImages-590158202.jpg 723w","The emotional power of a personal anecdote is essential to good storytelling. But that emotional power must then be put into context with the evidence, so that readers can see the distinction between personal beliefs and objective facts. When stories focu",
https://www.healthnewsreview.org/review/washington-post-wisely-lets-readers-known-new-cancer-therapy-may-cost-at-least-300000/,"Washington Post wisely notes that CAR T-cell therapy may cost at least $300,000",But the story needed more information on the clinical trial behind the findings.,First gene therapy — ‘a true living drug’ — on the cusp of FDA approval,story_reviews_00202,4,"['Matt Shipman', 'Steven J. Atlas, MD, MPH', 'Joy Victory']",Washington Post,"['cancer', 'FDA', 'gene therapy', 'immunotherapy', 'leukemia']",https://www.washingtonpost.com/national/health-science/first-gene-therapy--a-true-living-drug--on-the-cusp-of-fda-approval/2017/07/11/bd7872a0-618a-11e7-a4f7-af34fc1d9d39_story.html?utm_term=.00bb4335a844,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'The story tackles this issue head on, as here: “Novartis has not disclosed the price for its therapy, but analysts are predicting",The Washington Post,"The story focuses on a treatment called CAR T-cell therapy, which is under review by the FDA for use in treating children with leukemia who are not responding to standard treatments.
The story does a good job of describing the treatment, how it’s differ","https://www.healthnewsreview.org/wp-content/uploads/2017/07/GettyImages-485339219-300x225.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2017/07/GettyImages-485339219.jpg 683w","This story looks specifically at using an immunotherapy treatment to tackle treatment-resistant leukemia in young people. And while childhood leukemia is rare, it is the most common form of cancer in children and adolescents. That alone makes the subject ",
https://www.healthnewsreview.org/review/vaccine-shows-protection-against-gonorrhea-stat-reports-but-what-about-the-costs-and-potential-harms/,"Vaccine shows protection against gonorrhea, STAT reports. But what about the costs and potential harms?","This industry-sponsored study received broad coverage, much of which downplayed the lack of safety and efficacy data while raising an alarm about antibiotic-resistant gonorrhea and neglecting other strategies to combat the disease.","Vaccine shows protection against gonorrhea for first time, study says",story_reviews_00203,4,"['Mary Chris Jaklevic', ""A'ndrea Elyse Messer, MS, PhD"", 'Joy Victory']",STAT,"['gonorrhea', 'sexually transmitted', 'vaccines']",https://www.statnews.com/2017/07/10/gonorrhea-vaccine-study/,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'There’s no mention of how much a gonorrhea vaccine might cost. In the U.S. meningitis B vaccine Bexsero, which contains manuf",STAT,"This story reports on a New Zealand study that suggests a vaccine that protects against a strain of meningitis may also offer some protection against gonorrhea. The research, published in the Lancet, estimated that a meningitis B vaccine administered to t","https://www.healthnewsreview.org/wp-content/uploads/2012/07/vaccine-410-x-410-300x300.png 300w, https://www.healthnewsreview.org/wp-content/uploads/2012/07/vaccine-410-x-410-150x150.png 150w, https://www.healthnewsreview.org/wp-content/uploads/2012/07/vac","Gonorrhea is common worldwide, with an estimated 820,000 new infections annually in the U.S. Untreated, it can cause infertility and lead to infections in other parts of the body. Yet journalists should use caution when reporting on the potential for a va",
https://www.healthnewsreview.org/review/two-big-studies-bolster-claim-coffee-even-decaf-good/,“Good for you” or not? Mixed messages in LA Times coverage of coffee studies,"If the studies “weren’t designed to show that drinking more coffee caused people to live longer,” why suggest that drinking more coffee may “extend your life”?",Two big studies bolster the claim that coffee – even decaf – is good for you,story_reviews_00204,4,"['Jill U. Adams', 'Edward Ward, MD', 'Kevin Lomangino']",limits of observational studies,['coffee'],http://www.latimes.com/science/sciencenow/la-sci-sn-coffee-health-20170710-story.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'There’s little need to discuss costs of a substance as well known as coffee.'}, {'question': 'Does the story adequately quantif",Los Angeles Times,"This Los Angeles Times story was one of many news outlets to report on a pair of large epidemiological studies on coffee-drinking and mortality. And like many of those other stories, this piece seems to assume that coffee really is healthy, although that ","https://www.healthnewsreview.org/wp-content/uploads/2015/11/iStock_000048278610_Small-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2015/11/iStock_000048278610_Small.jpg 849w","As the article states, “2.25 billion cups of coffee are consumed” each day around the world. Coffee is widely consumed and many people drink multiple cups per day. The potential health benefits and risks of coffee, like its consumption cousins wine an",
https://www.healthnewsreview.org/review/its-misleading-to-call-results-from-phase-1-trials-with-6-and-13-patients-a-cancer-breakthrough/,It’s misleading to call results from phase 1 trials with 6 and 13 patients a ‘cancer breakthrough’,"Although the two trials profiled in the Newsweek article are phase 1 safety trials, the article barely mentions safety and calls it a breakthrough — quite prematurely.",CANCER BREAKTHROUGH: PERSONALIZED MELANOMA VACCINES ‘SAFE AND EFFECTIVE’ IN FIRST HUMAN CLINICAL TRIALS,story_reviews_00205,4,"['Chioma Ihekweazu, PhD, MPH', 'Mandy Stahre, PhD', 'Kathlyn Stone']",Newsweek,"['immunotherapy', 'melanoma', 'vaccine']",http://www.newsweek.com/cancer-vaccine-personalized-medicine-clinical-trial-632196,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'This story doesn’t discuss how much the vaccines cost. Therefore, readers can’t compare the affordability of these vaccines",Newsweek,"Ungrounded speculation or reasonable caution? Both are present in this Newsweek story on two very early trials of immunotherapy drugs being developed to protect against melanoma. While the headline calls the research “a cancer breakthrough,” quotes fr","https://www.healthnewsreview.org/wp-content/uploads/2016/12/iStock-526212629-300x247.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2016/12/iStock-526212629.jpg 651w","Results from small, preliminary studies like these involving six and 13 volunteers should be viewed cautiously.
Information about the effectiveness of a treatment is of limited consequence if patients cannot afford the treatment. There needs to be a discu",
https://www.healthnewsreview.org/review/emailed-help-for-smoking-cessation/,U.S. News takes careful look at emailed help for smoking cessation,"An informative, detailed description of a smoking cessation study that places the results nicely in context.",You’ve Got Mail About Quitting Smoking,story_reviews_00206,5,"['Dave Mosher', 'Michael Bierer MD, MPH', 'Kevin Lomangino']",U.S. News & World Report,['smoking cessation'],http://health.usnews.com/health-care/patient-advice/articles/2017-07-06/youve-got-mail-about-quitting-smoking,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'The cost isn’t provided, since the work is not available to the public. But like most other digital aids for smoking cessation,",US News & World Report,"This story by U.S. News & World Report highlights the results of a trial of a digital aid to quit smoking: tailored emails. Researchers sent multiple encouraging messages, which also included links to information on how to quit, to willing smokers, then f","https://www.healthnewsreview.org/wp-content/uploads/2017/07/GettyImages-586936498-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2017/07/GettyImages-586936498-768x513.jpg 768w, https://www.healthnewsreview.org/wp-content/uploads/201","Smoking kills nearly half a million Americans every year, according to the CDC, and dependence on tobacco products is seen by many medical professionals today as a chronic disease. Any new tool to help smokers quit and reduce their risks for disabling and",
https://www.healthnewsreview.org/review/washington-post-deftly-examines-lack-of-evidence-for-a-fuzzy-area-of-psychiatry-animal-therapy/,Washington Post deftly examines lack of evidence for a fuzzy area of psychiatry: animal therapy,The story effectively conveys the lack of scientific consensus regarding how effective therapy animals are at reducing stress.,Therapy animals are everywhere. Proof that they help is not.,story_reviews_00207,5,"['Matt Shipman', 'Kathleen Fairfield, MD, DrPH', 'Joy Victory']",Washington Post,['therapy'],https://www.washingtonpost.com/news/animalia/wp/2017/07/02/therapy-animals-are-everywhere-proof-that-they-help-is-not/?utm_term=.cd3259dfb785,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'Cost is not discussed, but this is an important factor to consider when evaluating any intervention–and especially one that c",The Washington Post,"The story focuses on the lack of evidence supporting the fundamental concept of “therapy animals” — that interacting with animals can reduce stress or distress in humans.
The story includes input from an array of expert sources and offers a broad (i",nan,"Tackling the efficacy of therapy animals is a challenging subject, given that the story evaluates an absence of conclusive evidence. However, it’s an important subject. For example, therapy dogs can be expensive, which means a family may spend a great d",
https://www.healthnewsreview.org/review/preeclampsia-and-aspirin-healthday-does-solid-job-covering-new-study-findings/,Preeclampsia and aspirin: HealthDay does solid job covering new study findings,We especially liked that the story gave us the absolute risk reduction so we see a more accurate assessment of the intervention’s benefits.,Can an Aspirin a Day Keep a Pregnancy Complication Away?,story_reviews_00209,5,"['Earle Holland', 'Virginia A. Moyer, MD', 'Joy Victory']",HealthDay,"['heart disease', 'Pregnancy']",https://consumer.healthday.com/diseases-and-conditions-information-37/pre-eclampsia-994/can-an-aspirin-a-day-keep-a-pregnancy-complication-away-724086.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Applicable', 'explanation': 'We’ll consider this N/A since generic aspirin is very affordable. Still, we never think it’s a bad idea to acknowledge the co",Health Day,"This story from HealthDay does a good job of explaining the benefits, harms and quality of the evidence from the study, which assessed aspirin’s ability to prevent preeclampsia in certain women who are deemed high risk.
However, we wish the story had m","https://www.healthnewsreview.org/wp-content/uploads/2016/02/iStock_000070337539_Small-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2016/02/iStock_000070337539_Small.jpg 849w",Preeclampsia is one of the top global causes of maternal and infant mortality. If taking a low dose of a readily available and inexpensive drug during pregnancy can reduce the risk of pre-term complications among high-risk women — as this story and stud,
https://www.healthnewsreview.org/review/buzzfeed-offers-refreshing-candor-in-explainer-piece-on-female-condom/,Buzzfeed offers refreshing candor in explainer piece on female condom,"This story provides details about the price, exact mechanics of use and about effectiveness.",Here's What You Need To Know About The Female Condom,story_reviews_00210,5,"['Sally James', 'Karen Carlson, MD', 'Joy Victory']",BuzzFeed,['contraceptives'],https://www.buzzfeed.com/caseygueren/13-things-you-need-to-know-about-the-female-condom?utm_term=.xyBXr6P8Lv#.xaPXJ5kYv2,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'Hooray for details on cost, including nuances about “free” but only with prescription. We also believe the details on availabil",BuzzFeed,"Credit: Anka Grzywacz
This is a well-rounded “explainer” story looking at female condoms, a less frequently used form of contraception compared to male condoms. The story is not directly tied to a specific research study, but does include numbers for ",nan,"Women can be at a cultural disadvantage in asking for birth-control prevention at the time of intercourse, and are at risk for sexually transmitted diseases, including HIV because of exposure. Female condoms could be a relatively low-cost answer to this p",
https://www.healthnewsreview.org/review/wsjs-look-at-digital-therapy-covers-a-lot-of-ground-except-potential-downsides/,WSJ’s look at digital therapy covers a lot of ground–except potential downsides,"The story hits a lot of the right notes, employing independent sources, making clear that efficacy studies are still relatively sparse, and giving readers access to actual study texts.","To Treat Depression, Try a Digital Therapist",story_reviews_00211,4,"['Sharon Dunwoody, PhD', 'Dan Mayer, MD', 'Joy Victory']",Wall Street Journal,['depression'],https://www.wsj.com/articles/to-treat-depression-try-a-digital-therapist-1498227092,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'We’re rating this one a cautious “Satisfactory.”\xa0 The story offers no information about the cost to a patient of a digital",The Wall Street Journal,"This story heralds the evolution of internet-based therapies for treating mild to moderate depression.  It summarizes several recent studies, which find that a combination of interacting with both a “smart” internet app and human therapists competes ","https://www.healthnewsreview.org/wp-content/uploads/2016/05/iStock_000065995387_Small-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2016/05/iStock_000065995387_Small.jpg 849w","Initial research suggests that internet-based approaches to therapy can work for individuals with minor or moderate mental health problems.  If that good news continues to hold over the course of further studies, such a strategy would be a boon in areas ",
https://www.healthnewsreview.org/review/though-light-on-data-u-s-news-world-report-story-covers-lack-of-evidence-for-arthroscopic-knee-surgery/,"Though light on data, U.S. News & World Report story looks at lack of evidence for arthroscopic knee surgery",The article overall leaves thoughtful readers with a “think twice or thrice” take home message if they are considering arthroscopy.,The Case Against – and for – Arthroscopic Knee Surgery,story_reviews_00213,4,"['Joann Rodgers, MS', 'James Rickert, MD', 'Joy Victory']",U.S. News & World Report,['knee osteoarthritis'],http://health.usnews.com/health-care/patient-advice/articles/2017-06-22/the-case-against-and-for-arthroscopic-knee-surgery,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'Although the article puts an overall price tag on arthroscopy nationwide, the reader will not learn what a typical arthroscopy ",US News & World Report,"This news story uses a recent meta-analysis of already-published research as the news hook to review the pros and cons of arthroscopic knee surgery to treat both acute and chronic knee pain.
The article overall leaves thoughtful readers with a “think tw","https://www.healthnewsreview.org/wp-content/uploads/2016/09/iStock_79889613_SMALL-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2016/09/iStock_79889613_SMALL-768x512.jpg 768w, https://www.healthnewsreview.org/wp-content/uploads/201","Given the rare but potentially serious risks of arthroscopy (infection and blood clots, for example, as noted in the article) and the lengthy recovery and rehab (around six weeks of limitation and therapy), stories like this one are important to help the ",
https://www.healthnewsreview.org/review/o-shot-incontinence-fix-inquirer-clearly-sets-out-lack-of-scientific-support-for-procedure/,‘O-Shot’ incontinence fix: Inquirer sets out lack of scientific support for procedure,Sometimes it’s a good idea to bring a claim out of the shadows of website marketing and lone-wolf clinics and use the skills of reporting to inform a fairly wide audience what’s what with an unproven therapy.,The O-Shot: Incontinence fix or empty promise?,story_reviews_00217,5,"['Joann Rodgers, MS', 'Doug Campos-Outcalt, MD, MPA', 'Joy Victory']",Philadelphia Inquirer,['urinary incontinence'],http://www.philly.com/philly/health/health-news/the-o-shot-incontinence-fix-or-empty-promise-20170618.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'The story does a good job of not only giving the price of the O-shots, but leaving the reader with the clear understanding that the",The Philadelphia Inquirer,"This story about the use of an unproven treatment–called “O-shot”–to stop urinary leakage in women does a lot of things well. Specifically, it:
Two ways the story could have been stronger? If it had included a patient anecdote that wasn’t quite ","https://www.healthnewsreview.org/wp-content/uploads/2017/06/GettyImages-625387182-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2017/06/GettyImages-625387182.jpg 724w","As the story makes clear, urinary “stress” incontinence is a significant clinical problem for millions of women, interfering with active lifestyles and quality of life. Current surgical, medical and lifestyle treatments work but not always reliably, a",
https://www.healthnewsreview.org/review/small-unpublished-study-on-new-knee-pain-procedure-needed-more-scrutiny-from-nbc-news/,"Small, unpublished study on new knee pain procedure needed more scrutiny from NBC News","From what we can tell, there’s really not much high-quality data on this procedure–despite the FDA approval.",‘Cool’ New Knee Procedure Eases Arthritis Pain Without Surgery,story_reviews_00218,4,"['Sharon Dunwoody, PhD', 'Edward Ward, MD', 'Joy Victory']",NBC News,['knee osteoarthritis'],http://www.nbcnews.com/health/health-news/cool-new-knee-procedure-eases-arthritis-pain-without-surgery-n771221,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'Costs are indeed addressed.'}, {'question': 'Does the story adequately quantify the benefits of the treatment/test/product/procedur",NBCNews.com,"Knees crippled by osteoarthritis sideline millions of Americans. While most folks seeking help are offered such treatments as physical therapy and steroid injections, this story describes another option: using radio frequency to “mute” the nerves in ","https://www.healthnewsreview.org/wp-content/uploads/2015/11/knee-pain-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2015/11/knee-pain-1024x682.jpg 1024w","The FDA approved this treatment earlier this spring, and that means its use could spread rapidly, making accurate stories about it all the more important. (Approval is no guarantee of safety of effectiveness.)",
https://www.healthnewsreview.org/review/time-takes-cautious-approach-with-probiotics-for-depression-study/,TIME takes cautious approach with probiotics and depression study,"However, we think the story would have been stronger if it had dug into the measured benefits a bit more: How were symptoms measured and by how much did they decrease?",How Probiotics May Help Depression,story_reviews_00223,4,"['Chioma Ihekweazu, PhD, MPH', 'Susan Molchan, MD, MA', 'Joy Victory']",TIME,"['depression', 'Probiotics']",http://time.com/4801842/probiotics-mood-depression-ibs/,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'Readers aren’t given information about\xa0how much the probiotic might cost.'}, {'question': 'Does the story adequately quant",Time,"Depression and irritable bowel syndrome (IBS) are both common conditions in the US. Consequently, so any treatment that can effectively manage both conditions is an attractive one. This story about a new study looking at probiotics for depression does a ","https://www.healthnewsreview.org/wp-content/uploads/2016/05/iStock_000051951024_Small-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2016/05/iStock_000051951024_Small.jpg 849w","People hear a lot about probiotics and it’s important they be tested systematically and in controlled trials. It’s just as important that media coverage highlights the limitations of the trials–and this story did.
 ",
https://www.healthnewsreview.org/review/bloomberg-offers-up-balanced-recap-of-new-breast-cancer-therapy/,Bloomberg offers up balanced recap of new breast cancer therapy,"The downsides (cost, side effects and minimal benefit) received as much attention in the article as did the optimism offered by the researchers and drug sponsors.",Roche's Pricey New Breast-Cancer Combo Barely Beats Old Drug,story_reviews_00224,5,"['Susan Wei, PhD', 'Mandy Stahre, PhD', 'Kathlyn Stone']",Bloomberg,"['Bloomberg', 'breast cancer', 'Herceptin', 'Perjeta']",https://www.bloomberg.com/news/articles/2017-06-05/roche-s-pricey-new-breast-cancer-combo-barely-beat-its-old-drug,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Satisfactory', 'explanation': 'We are told the new combo treatment will double the monthly costs of just Herceptin from $6,100 to $12,200.'}, {'question': 'Does t",Bloomberg,"The latest result on Roche’s new combo therapy for breast cancer occurs as a disappointment to investors, though it is one that’s unsurprising to medical researchers. This Bloomberg article receives high marks for reporting the cost, harms and perhap","https://www.healthnewsreview.org/wp-content/uploads/2017/04/breastcancer1-300x240.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2017/04/breastcancer1.jpg 661w","The article suggests that though Herceptin has been a potent treatment for women with aggressive HER2-positive breast cancer for decades, apparently one in four women will eventually relapse. Thus, new therapies that reduce the risk of relapsing are desi",
https://www.healthnewsreview.org/review/cannabidiol-slashes-seizures-kids-rare-epilepsy-study-finds/,CNN deftly reports on results of trial of cannabis-derived drug for severe epilepsy,The story would have been even stronger if it had discuss the potential costs of the treatment.,"Cannabidiol slashes seizures in kids with rare epilepsy, study finds",story_reviews_00227,5,"['William Heisel', 'Karen Carlson, MD', 'Joy Victory']",CNN,['Epilepsy'],http://www.cnn.com/2017/05/24/health/cannabidiol-epilepsy-study/index.html,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'There was not a discussion of costs for this intervention–this was the weak spot in the story.'}, {'question': 'Does the stor",CNN,"Whenever we see a verb like “slashes” in a headline, our skepticism meter starts to buzz. In this case, the headline does not do the story justice. The story appropriately brings to light the current state of evidence around medical use of marijuana f","https://www.healthnewsreview.org/wp-content/uploads/2016/03/iStock_000033205626_Medium-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2016/03/iStock_000033205626_Medium-1024x682.jpg 1024w","Quantitative reporting of evidence, unaffiliated expert commentary, and context setting–these are the details that help accurately explain the implications of new research and truly inform readers.",
https://www.healthnewsreview.org/review/cautions-and-caveats-help-buoy-guardian-story-on-using-high-platelet-count-for-cancer-detection/,Cautions and caveats help buoy Guardian story on using high platelet count for cancer detection,"The story’s headline–“High Blood Platelet Count ‘As Good A Cancer Predictor as a Lump in the Breast”–is unfortunate, though, because it suggests to the reader that the blood test is a test for breast cancer (it isn’t a test for any specific ","High blood platelet count 'as good a cancer predictor as a lump in the breast,’",story_reviews_00229,4,"['Joann Rodgers, MS', 'Mandy Stahre, PhD', 'Joy Victory']",The Guardian,"['cancer', 'cancer test']",https://www.theguardian.com/science/2017/may/23/high-blood-platelet-count-as-good-a-cancer-predictor-as-a-lump-in-the-breast,"[{'question': 'Does the story adequately discuss the costs of the intervention?', 'answer': 'Not Satisfactory', 'explanation': 'Blood testing costs vary widely, but can run to hundreds of dollars, even for those covered by national or private health insur",The Guardian,"With the exception of a misleading and somewhat hyped headline, this British newspaper story fairly describes results of some data-mining research that adds strength to previously observed associations between a form of seriously elevated blood plate","https://www.healthnewsreview.org/wp-content/uploads/2016/07/iStock_38649484_MEDIUM-300x200.jpg 300w, https://www.healthnewsreview.org/wp-content/uploads/2016/07/iStock_38649484_MEDIUM-768x512.jpg 768w, https://www.healthnewsreview.org/wp-content/uploads/2","In general — albeit with caveats — the earlier cancers are diagnosed the more likely treatments are to be appropriate and effective. But early detection remains a challenge for scientific reasons but also for reasons related to costs of care, access t",
